participantId,experimentId,nasaTLX_mentalDemand,nasaTLX_physicalDemand,nasaTLX_temporalDemand,nasaTLX_effort,nasaTLX_frustration,selfEfficacy_performance,selfEfficacy_overallGoal,selfEfficacy_authorsReasoning,selfEfficacy_connectingIdeas,selfEfficacy_ownIdeas,selfEfficacy_alternativePerspectives,selfEfficacy_verifyCredibility,selfEfficacy_questionClaims,selfEfficacy_broaderImplications,llmUsefulness_overall,llmUsefulness_conceptHelp,llmUsefulness_findingsHelp,llmUsefulness_practicalHelp,llmUsefulness_timeSaving,llmTrust_competence,llmTrust_accuracy,llmTrust_benevolence,llmTrust_reliability,llmTrust_comfortActing,llmTrust_comfortUsing,attentionCheck_focus,attentionCheck_stronglyDisagreeCheck,demographics_age,demographics_gender,demographics_education,demographics_englishProficiency,demographics_workingSituation,demographics_workHoursPerWeek,demographics_yearsInOrganization,demographics_yearsInJob,demographics_jobTitle,demographics_industry,demographics_ethnicity,aiUsage_frequency,aiUsage_toolsUsed,aiUsage_purposes,studyFeedback,surveyCompletedAt
66881fbe723bc57d75a2c268,w4h9wyGG6dpS4RtOFSYD,5,2,1,7,2,6,7,7,6,7,7,6,6,7,7,7,6,7,6,5,6,7,7,5,7,5,1,59,male,bachelor,native,full-time,40,24,8,Human ,Education ,white,often,"ChatGPT, Claud","Summarization, Brainstorming/Ideation, Writing assistance",,2025-12-20T05:44:15.553Z
66882d9207bafe4863311ddc,YWnRuHAjmdQVRHGQnetp,6,2,4,6,3,5,6,6,6,6,5,4,4,5,,,,,,,,,,,,5,1,30,male,bachelor,native,full-time,40,6,4,Accounting Manager,Professional Sports,white,never,Our work does not allow AI,,none,2025-12-19T23:55:25.380Z
668d16ae27f1ad4461650742,PZR0djD5TiDLq9ymyfQp,5,1,5,6,1,6,6,6,5,5,5,3,4,5,1,1,1,1,5,4,5,3,2,5,5,5,1,38,male,high-school,native,full-time,35,11,6,Senior Cyber Security Analyst,Public transport,white,often,"ChatGPT, Claude, Co-Pilot","Coding assistance, Research/Information gathering, Summarization",,2025-12-22T11:07:40.548Z
668edb3b608a3d4537e2da08,21uiLaXDSBLnJY5nFvfN,5,6,2,7,3,6,6,5,7,5,7,5,3,5,5,7,6,7,6,7,6,6,6,6,7,5,1,52,male,bachelor,native,full-time,40,6,11,Financial advisor,Finance,white,very-often,"ChatGPT, Grok, Claude","Writing assistance, Brainstorming/Ideation, Coding assistance",,2025-12-20T05:48:20.180Z
668eec6ed561b72c282fc11a,dWD3l9gGAW4TXIAsmFff,1,1,1,1,1,7,7,7,7,5,3,7,5,6,3,5,4,5,4,6,7,5,3,4,2,5,1,32,male,associate,native,full-time,40,6,3,Data analysis ,Software ,black,very-often,ChatGPT grok,"Brainstorming/Ideation, Coding assistance, Summarization",,2025-12-21T08:17:07.948Z
669d6e67b980bf3846b82e8f,JePC5loumrAQdo0NVrq7,6,2,1,5,5,6,6,7,5,6,4,5,6,5,,,,,,,,,,,,5,1,32,male,master,native,full-time,35,5,5,Lecturer,Education,white,sometimes,ChatGPT,"Brainstorming/Ideation, Research/Information gathering, Writing assistance",,2025-12-22T18:46:07.744Z
669eba3ad8d7d49177bc50d0,ng7KNvlE35yMJEAusAwq,4,2,4,5,4,6,6,6,6,5,4,5,5,6,4,4,4,4,4,4,4,4,4,4,4,4,1,64,female,bachelor,native,not-working,20,6,6,social worker,sociual care,"white, asian",often,copilot,"Writing assistance, Research/Information gathering, Summarization",,2025-12-22T16:06:49.589Z
669f1b414df434c089390389,UbRzyFdXrcTCKn4GHaV9,6,1,4,7,1,7,7,7,7,7,7,7,7,7,,,,,,,,,,,,5,1,39,female,master,native,full-time,38,5.5,2,Student Success Advisor ,Higher Education,white,never,,,,2025-12-20T05:18:11.281Z
66a2741b8cc4486c4d2032d9,emZ2kUraFCHPW6u0gyns,4,2,4,4,1,7,7,6,6,7,7,7,6,7,7,7,7,7,7,6,6,6,6,5,5,5,1,28,female,master,native,full-time,40,2,2,Software Engineer,Information Technology ,white,often,"ChatGPT
GitHub
Copilot","Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization",The study was well structured.,2025-12-22T09:47:59.671Z
66a819b2c3eb66cffc47e808,Oyx8k1JvCYTIFW7xm6KP,5,2,2,6,3,5,6,5,6,6,4,5,4,6,,,,,,,,,,,,5,1,41,female,master,native,full-time,40,5,4,Program Manager,Insurance,white,sometimes,Copilot,"Writing assistance, Summarization",N/A,2025-12-19T20:56:16.231Z
66b2c7262f4631f5eea8e729,ngBXkyeBRlHNbFkeesiU,5,2,3,5,2,6,6,6,6,6,5,5,6,6,6,6,6,6,5,6,6,5,5,6,6,5,1,27,female,bachelor,native,full-time,40,6,5.5,SUPERRVISOR,GOVENMENT/ FIRE PROTECTION,black,sometimes,,"Brainstorming/Ideation, Research/Information gathering",,2025-12-19T20:32:55.980Z
66b8e8f12fa9160e4ca9f25b,CW9vXkNqFHh2osKM2dah,6,1,2,5,5,6,6,6,2,2,1,1,1,3,6,2,6,2,6,6,6,1,1,1,5,4,5,31,female,master,native,full-time,38,0.5,6,Solicitor,Law,white,sometimes,chatgpt,Brainstorming/Ideation,,2025-12-22T19:07:15.288Z
66b9a0475a301eacdfb5e608,UMiVvY0HD0lxs0QCclZZ,7,4,1,7,1,7,7,7,7,1,1,1,1,1,,,,,,,,,,,,5,1,33,female,high-school,native,full-time,40,1.5,1.5,Customer Service Expert,sales,black,very-often,Chat GPT,"Summarization, Research/Information gathering",,2025-12-20T02:39:53.592Z
66ba2139a67c5c99778a6766,zfhO001baQTcxlyTHgzj,6,1,1,4,2,7,7,7,7,7,7,7,7,7,4,1,4,7,1,3,5,4,3,4,4,5,1,25,female,master,native,full-time,50,1,1,Teacher,Education,middle-eastern,sometimes,Chatgpt,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-19T21:38:43.874Z
66bd73db3481a3d17695c23e,o9t9sL52P5aU35AlvZE6,5,4,1,7,3,5,6,6,5,3,5,2,3,6,,,,,,,,,,,,5,1,32,female,bachelor,native,full-time,40,9,6,HR Manager,Retail,white,very-often,"Gemini, ChatGPT","Summarization, Translation, Research/Information gathering, Brainstorming/Ideation, Writing assistance",,2025-12-20T05:53:27.611Z
66be213d651dff72ff117b7d,7wrHj1gkxe7BpoTOuJ2w,3,1,1,6,1,6,7,7,7,6,7,6,1,4,,,,,,,,,,,,5,1,28,female,bachelor,native,full-time,38,4,1,Compliance Officer,Manufacturing,white,very-often,ChatGPT,"Writing assistance, Research/Information gathering, Brainstorming/Ideation",,2025-12-22T20:58:08.428Z
66beb7a1951f8a18b03cd9c5,rFQRovjOT3N5qky91a6R,4,1,3,5,1,6,6,6,6,6,5,5,5,6,,,,,,,,,,,,5,1,22,male,high-school,native,full-time,35,3,3,Co-Founder/Project Manager,Media & Entertainment,white,rarely,"ChatGPT, DeepSeek, Claude","Research/Information gathering, Summarization",,2025-12-19T20:06:12.969Z
66bfe5ecc23f1e2109f144d6,AUrGoBvvveLCZnuhHMJG,5,1,1,4,2,5,6,6,5,3,5,3,5,5,,,,,,,,,,,,4,1,28,male,master,native,full-time,45,6,6,Lead Clinical Research Coordinator ,Healthcare,asian,very-often,"Chatgpt, gemini, copilot","Writing assistance, Research/Information gathering, Coding assistance, Summarization",,2025-12-21T04:54:57.050Z
66c33e386baa1ae990d7165d,HWh0JMtDFiICelV1rxbS,4,2,2,5,1,6,7,6,6,5,6,5,2,5,2,3,2,2,2,3,2,5,5,4,4,5,1,35,female,high-school,native,not-working,38,6,5,Owner,Retail,white,often,ChatGPT and Midjourney,"Writing assistance, Summarization, Brainstorming/Ideation",,2025-12-22T12:36:18.679Z
66c344f0ca88e523ebbc35a2,MmueIydpYgOORBkBA329,7,6,2,7,5,6,6,6,6,5,2,4,5,5,3,5,5,5,1,4,6,3,3,3,3,5,1,37,female,bachelor,native,full-time,37,6,3,Specialist Senior nurse,Healthcare ,white,sometimes,ChatGPT copilot,"Writing assistance, Brainstorming/Ideation","When scrolling through the article you read, it stopped the timer. I have therefore spent significantly longer than was estimated. This has obviously been frustrating.",2025-12-22T12:28:03.191Z
66c36df59f1061046b7ea01b,lOZOCeBUTY7wNFO8eQyi,4,2,1,6,2,4,4,4,4,5,5,5,5,4,,,,,,,,,,,,5,1,43,male,high-school,native,full-time,40,10,10,Supervisor ,Manufacturing ,white,rarely,Chatgpt,Brainstorming/Ideation,,2025-12-21T23:31:35.820Z
66c6b37d82e002e73e1fbd2d,rbt2TAYPVAL1KzSaaeot,2,1,7,5,5,4,5,4,4,5,4,5,3,4,4,3,3,4,4,5,5,5,5,4,3,5,5,61,female,bachelor,native,full-time,40,33,15,Account Manager,Insurance,black,often,ChatGPT,"Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization, Translation",This survey should allow more time when reading and not be on a timer. It felt rushed.,2025-12-21T02:11:09.356Z
66c8842e8667d7d2dd040001,u68zJKU19oT5fF4K751O,6,1,1,7,1,5,7,7,6,3,2,1,1,5,,,,,,,,,,,,5,1,33,male,associate,native,full-time,46,11,7,Production Supervisor,Manufacturing,white,often,ChatGPT,"Writing assistance, Research/Information gathering, Translation",,2025-12-20T15:31:49.893Z
66c8ee23967e42b053411eee,SKYpbK9AAxArWSCnEPgU,6,6,4,5,5,4,4,5,5,3,4,4,5,4,3,4,4,4,4,5,4,5,4,3,4,4,1,59,female,bachelor,native,full-time,40,1.5,20,Business consultant health and safety,government,white,often,co pilot,"Summarization, Writing assistance",quite a long process,2025-12-23T09:10:32.416Z
66cc4546f9e3a25d2adc51c8,jVQd3EWqeZ72jHmHzR69,6,2,4,6,3,6,5,5,5,4,2,2,4,4,4,4,3,3,3,4,4,4,3,4,4,4,1,31,female,bachelor,native,full-time,38,2,2,Subcontracts Specialist,Oil and Gas,white,sometimes,Copilot,Summarization,n/a,2025-12-22T09:55:04.564Z
66cdf006dc37b68c08c84ac5,8oGYYKjEy5AT1fjaEV81,5,2,2,7,2,6,6,5,5,4,3,2,1,3,6,6,6,5,6,5,5,5,4,4,4,5,1,55,female,high-school,native,part-time,30,2,2,Receptionist/Admin,Healthcare,white,sometimes,,Coding assistance,"No, all good",2025-12-22T20:23:28.473Z
66d470efae87ffb63c6ee75b,XvZ9q1Q26oPEUZczfwn1,4,1,2,6,1,4,5,6,6,6,5,6,5,6,6,5,6,5,6,6,5,5,5,5,4,4,1,27,female,bachelor,native,full-time,50,7,7,Class Teacher,Education,white,sometimes,ChatGPT and gemini,"Writing assistance, Brainstorming/Ideation",,2025-12-23T10:04:25.207Z
66d753769fda18f114e0e534,Rsq1UrIhWjscgFV84Bwh,6,3,4,5,5,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,3,3,3,1,53,female,master,native,full-time,35,24,23.5,Senior Library assistant,Education,white,sometimes,"ChatGPT, Claude","Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-22T12:59:25.618Z
66d921d24ea620ae6b29d74b,0jfyW2yC02vnNyvPBdiw,6,3,7,6,5,6,6,6,6,5,4,3,4,5,1,1,1,1,1,1,1,1,1,1,1,5,1,60,female,bachelor,native,full-time,40,12,12,technician,manufacturing,black,often,,Brainstorming/Ideation,,2025-12-19T20:05:13.652Z
66e04b2f9cd94406f2da8f42,XixJpaLZOwesdleeMjKp,4,4,3,6,3,6,6,6,6,6,3,4,3,5,4,4,4,4,3,4,5,5,3,3,3,4,1,54,female,master,native,full-time,48,13.5,12,Director,Retail,white,often,ChatGPT,"Writing assistance, Research/Information gathering",None,2025-12-23T11:03:46.375Z
66e1fe0eef87e2486f0f4ca1,IY800byYR7z5VQdsCLSN,1,1,1,1,1,7,7,7,7,5,5,5,5,5,7,5,6,6,6,6,6,6,6,5,5,5,1,46,female,associate,native,full-time,40,20,11,General management ,Hospitality ,white,sometimes,ChatGP,"Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-21T08:46:03.695Z
66e3151584ce7d01596d194a,1RvazM1mZ5ZuHWrpf2Hl,5,1,3,7,1,7,7,6,6,4,6,5,4,6,7,6,6,6,6,6,7,6,6,5,6,5,1,35,female,master,native,full-time,48,12,6,middle management,Technology,black,often,,"Research/Information gathering, Summarization, Brainstorming/Ideation",this study is very interesting and informating,2025-12-20T02:22:10.311Z
66e4fc9c0c958246837a6941,pIBCjPQnnG4WnHdmNjOT,5,2,4,5,1,6,6,6,6,5,4,4,5,6,6,6,6,7,7,6,6,5,6,5,6,5,1,41,female,doctorate,native,full-time,45,10,10,Product Manager,Technology,white,often,,"Translation, Summarization, Brainstorming/Ideation, Coding assistance, Research/Information gathering, Writing assistance",,2025-12-20T14:07:56.201Z
66e84a9aeb1250e4e671ae2c,KPpkKRjHa4iZESIDkIFL,2,1,1,1,4,5,5,5,5,4,3,3,3,6,1,1,1,1,1,1,4,1,1,1,1,5,1,39,female,master,native,full-time,40,12,5,Co-Chief Editor,Academic consultancy,white,rarely,ChatPDF,"Summarization, Brainstorming/Ideation",,2025-12-22T10:38:20.745Z
66f0457846752930b55150a3,LqLm66bu1qfIkz2bGCiK,6,2,1,5,2,7,7,7,7,7,5,5,5,7,7,7,7,7,4,4,4,4,4,3,3,5,1,48,female,bachelor,native,full-time,45,9,7,Project Manager,Tech Services,black,sometimes,Claude,Research/Information gathering,"I didn't understand the purpose of the AI chat box. I thought that maybe I had missed something in the lead up? I had about 6 minutes left after reading the article and spent that time asking the AI about other strategies. 

Also the citations within the survey were extremely tiny. The font could be a bit bigger.",2025-12-21T19:03:41.546Z
66f0765bb7f6c2ae6ef721ee,Mvijy9Z3T0K2wp3Upo7t,6,1,1,7,3,3,6,6,6,6,4,4,3,5,4,4,4,4,5,5,5,5,6,6,6,5,1,42,male,bachelor,native,full-time,40,18,9,General Manager,Government,white,very-often,,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-22T11:06:25.398Z
66f23f43364a3d1b7b018f27,cncN3mzNWfuSj0AQ88Km,5,6,4,6,1,4,6,7,7,2,2,3,2,3,,,,,,,,,,,,5,1,53,female,high-school,native,full-time,40,2,1.5,Production Associate,Technology,black,very-often,ChatGPT,"Writing assistance, Research/Information gathering",nothing additional,2025-12-20T11:24:06.495Z
66f59c766e7e22e1f90d08f6,lIXFRLbQWR09dEoODXVd,4,2,3,5,1,6,6,6,6,5,3,4,5,6,6,5,5,5,6,6,6,7,6,5,5,5,1,36,male,bachelor,native,full-time,40,11.5,9,3rd Shift Nurse,Healthcare,white,often,Gemini,"Writing assistance, Research/Information gathering, Summarization, Translation",,2025-12-20T19:46:17.766Z
66f99699f2bb894cbd57209f,OgRRZOh3RQG04TOP0x5y,6,1,1,7,1,5,5,4,4,4,1,1,1,6,1,1,1,1,1,1,1,1,6,6,6,4,1,61,female,bachelor,very-fluent,full-time,38,9,9,patient Pathway coordinator ,Government ,other,sometimes,ChatGPT,"Summarization, Brainstorming/Ideation, Writing assistance",I did not realize that I could have used the AI during the allocated reading time  . My assumption was that I would engage with AI after I had completed the reading section of the survey  .,2025-12-22T09:34:41.209Z
6701cdb7d312f798d316810e,WXHyvAxZXAqUMBlOjUl4,7,2,3,7,2,5,6,5,5,6,3,3,1,3,,,,,,,,,,,,5,1,39,female,high-school,native,full-time,42,6,6,supervisor ,education ,white,sometimes,"Chatgpt, copilot, Gemini",Translation,,2025-12-22T15:39:35.058Z
6703370d69c922c9c282ef5c,UtoDPegJTtMYNtR62ksg,5,1,2,6,3,7,5,6,6,4,4,4,5,6,,,,,,,,,,,,4,1,33,female,high-school,native,full-time,50,5,5,pre press supervisor ,manufacturing ,white,often,chat gpt claude,"Writing assistance, Research/Information gathering, Brainstorming/Ideation",,2025-12-21T13:27:56.619Z
6704025bdd15dcd73f54125a,r46UbPe4f1QCBvG5QFzA,4,4,4,4,4,7,7,7,7,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,5,1,40,male,bachelor,native,full-time,40,12,7,Production Manager,Manufacturing,black,very-often,,"Writing assistance, Brainstorming/Ideation, Summarization, Research/Information gathering",,2025-12-22T11:39:08.651Z
6708e405424678d90434ac89,4oE89r2qDXhXMb1y50nX,4,4,4,6,4,5,5,5,5,5,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,5,1,35,male,master,very-fluent,full-time,38,5,3,Operations Supervisor,Manufacturing,black,very-often,,"Writing assistance, Research/Information gathering, Summarization, Brainstorming/Ideation",,2025-12-22T11:40:35.541Z
670da3fd0b8a2f7a542a2b24,HkiHviIHzQOQkfONk9TE,7,1,1,7,1,6,5,6,6,5,6,3,7,6,7,5,6,5,7,7,7,7,7,7,7,5,1,25,female,high-school,native,full-time,51,5,4,Marketing specialist manager,Logistics and marketing,white,often,"ChatGPT, Gemini","Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization, Translation",This was a great study. I enjoyed reading and interacting with the ai. Happy holidays!,2025-12-20T15:31:49.100Z
670fb18f6f6ca0d7257a9302,wmHdPqSrc7siYZ6XZ0MU,5,5,7,7,1,6,7,7,7,5,3,4,6,7,5,7,6,5,6,5,7,6,5,1,4,5,1,71,male,bachelor,native,full-time,40,12,8,Manager,Construction,white,often,,"Summarization, Coding assistance, Brainstorming/Ideation",,2025-12-19T23:16:45.690Z
6712c4178dc857f9a720852b,kpDusdiT0j7rdpmwPQXF,6,1,2,6,2,7,6,6,6,7,7,7,6,7,6,6,7,6,7,7,7,6,7,6,7,5,1,34,female,bachelor,native,full-time,38,1,0,Senior Recruiter,Recruitment,white,often,Chatgpt and gemini,"Writing assistance, Research/Information gathering",No,2025-12-22T17:47:22.726Z
6713a6a34b872f10e42e1502,zgfULFYR2pMq0o7hQdzj,5,1,1,2,7,7,7,7,7,6,6,6,7,7,6,7,6,6,7,6,6,4,1,1,1,5,1,54,male,master,native,not-working,40,22,22,Writer,Entertainment,white,very-often,ChatGPT,Brainstorming/Ideation,,2025-12-22T12:32:03.618Z
6717f85a6a89e8cd9b165aaf,txdMucKsYSkY5qWqUWu5,5,4,4,5,3,6,7,6,7,5,4,3,1,5,6,4,5,4,4,4,6,7,5,6,6,5,1,35,male,bachelor,native,full-time,40,4,4,Customer Service Advisor,Manufacturing,black,sometimes,ChatGPT,"Research/Information gathering, Brainstorming/Ideation",,2025-12-22T10:58:58.817Z
6718fa3043e1839e51351385,aRYSCYEMTHeo5nG5SfUn,6,1,2,3,1,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,6,6,7,4,4,5,1,34,female,master,very-fluent,full-time,37,1.5,3,Team Admin,Healthcare,black,often,chat gpt,"Writing assistance, Brainstorming/Ideation, Summarization",,2025-12-22T03:35:05.731Z
67191218806a2b419b243e5c,ElFIgDs9Sy9HzpbEwoRC,1,1,1,4,1,7,7,7,7,7,1,4,6,7,,,,,,,,,,,,5,1,28,female,high-school,native,full-time,40,9,7,Customer Service Manager,Retail,white,sometimes,ChatGPT,"Brainstorming/Ideation, Summarization",,2025-12-21T08:52:02.353Z
671cdd2146a2a9d3d0535132,fDACpIZowHUGbC4qsJne,5,5,2,6,3,6,6,6,7,6,6,6,6,6,7,7,6,7,6,4,5,5,6,6,6,4,1,35,male,master,very-fluent,full-time,40,10,7,Data Analyst,Information Technology,black,often,ChatGPT,"Writing assistance, Research/Information gathering, Coding assistance, Summarization",,2025-12-22T01:57:42.421Z
671d772447cf5a3419817702,1WzTxIrsPLB1YhR22USp,5,7,2,7,3,7,7,7,7,6,4,6,7,5,6,3,4,3,6,4,6,3,5,2,5,5,1,43,male,master,very-fluent,full-time,38,7,5,Mid level Manager,Technology,black,sometimes,"ChatGPT, Meta, Gemini","Summarization, Research/Information gathering, Coding assistance",I enjoyed the study,2025-12-20T15:34:24.436Z
6722ceb13a02b06603b7b285,pkVCSX68d7KoB8XT001m,1,1,1,7,1,7,7,7,7,7,2,3,6,7,4,4,4,4,4,4,4,4,4,4,4,5,1,45,female,bachelor,native,full-time,45,4,4,Operations Manager,Transportation/Warehousing,black,sometimes,Gemini,Research/Information gathering,"I didn't use the Gen AI, I just preferred to read the article. I didn't really see a need to use it.",2025-12-19T21:10:52.223Z
6724d3673a5391f6e028d659,4ucQFHIIa8ktqiilZbxx,3,3,2,5,1,7,7,7,7,7,4,6,6,6,,,,,,,,,,,,5,1,71,female,master,native,full-time,130,5,3,Data Analyst Lead,Information Technology,white,often,ChatGPT,"Brainstorming/Ideation, Writing assistance, Research/Information gathering",,2025-12-19T20:16:39.329Z
672501c7bc2f7f52114f2a5e,ZiNOwuXXcAuJyqvYLxlI,2,1,1,3,1,7,7,7,7,6,5,6,6,6,7,4,5,5,6,6,6,4,3,5,6,5,1,59,female,associate,native,full-time,45,10,10,Senior Clinical consultant,Healthcare software,white,often,Microsoft Copilot,"Writing assistance, Research/Information gathering, Summarization",,2025-12-19T20:03:00.502Z
672539aa74aa5a08ab440626,fCQzC7X1mkLH73X0xBmZ,5,2,2,6,3,7,7,7,7,7,5,2,2,7,6,6,6,6,7,7,7,7,7,7,7,5,1,47,female,bachelor,native,full-time,50,10,5,Associate Head Teacher,education,white,sometimes,Chat GPT,"Writing assistance, Research/Information gathering, Summarization","This was really interesting, thank you",2025-12-22T12:36:43.067Z
6726175b381af01a5aaef18a,wSYr4gn6EfwSqGqYAVwq,7,4,4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,7,7,7,7,7,7,5,1,37,female,associate,native,full-time,34,1,2,supervisor,manufacturing,white,very-often,perplexity,"Writing assistance, Research/Information gathering, Coding assistance, Brainstorming/Ideation, Summarization, Translation",no,2025-12-22T00:15:40.116Z
672695e93764017bcf01d69b,3Yfip4DcDLe6aaywpu91,5,3,3,4,1,5,5,4,4,4,4,4,4,5,3,3,3,3,3,4,4,4,4,4,4,4,1,30,female,master,native,full-time,40,2,4,housing officer,Social housing,black,often,chatGPT,"Writing assistance, Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-22T08:06:33.950Z
672789bc7b3816f4f1a42e43,QWwgLXLA8HoXdD5b3fyM,6,2,5,6,1,6,6,6,6,6,5,5,5,6,,,,,,,,,,,,5,1,62,female,master,native,not-working,40,2,2,HR consultant,Human Resources,white,often,"Chat GPT, Claude, Perplexity","Writing assistance, Research/Information gathering, Brainstorming/Ideation",,2025-12-22T13:52:06.179Z
6727e176e5f011b020a6a2db,CltPOb0paC9JMHIDRRG9,3,2,5,4,5,4,5,5,5,4,3,4,4,4,,,,,,,,,,,,4,1,34,male,associate,very-fluent,full-time,60,8,8,restaurant manager ,retail ,white,sometimes,i dont really,Coding assistance,thanks!,2025-12-19T20:10:35.374Z
672946ef8187e4253c5ff800,PNMgXdKBVw4xSNRbXWvF,3,2,1,6,1,6,7,7,7,6,6,6,5,5,,,,,,,,,,,,5,1,25,female,master,native,full-time,35,5,2,Teacher,Education ,white,rarely,ChatGPT,"Research/Information gathering, Writing assistance, Brainstorming/Ideation",,2025-12-22T10:49:24.685Z
672a0f49692a1a87ac2772da,cxoEzOQHZSy8Edvg0NpP,2,1,2,3,1,6,6,6,6,5,6,5,5,5,6,4,5,6,6,6,6,5,2,2,2,4,1,24,non-binary,master,native,full-time,40,1,1,Resource Coordinator,Healthcare,"hispanic, asian, white",rarely,,"Coding assistance, Research/Information gathering, Writing assistance",,2025-12-20T00:24:46.778Z
672c99775b51436252e1b231,WYKTtO6JKQluUrSVkRvE,6,2,3,6,2,6,7,6,6,6,5,6,6,7,,,,,,,,,,,,5,1,38,male,master,native,full-time,40,12,7.5,Data Analyst,Technology,black,often,"ChatGPT, Claude","Research/Information gathering, Coding assistance, Brainstorming/Ideation",well educative survey.,2025-12-22T02:43:17.830Z
672eeebde600098b4b65d4a8,5GPy1vmDVWseQVgw8i4v,5,1,2,5,2,6,6,5,6,6,4,3,4,6,,,,,,,,,,,,5,1,63,female,bachelor,native,full-time,45,9,9,Lead artist,Arts and Entertainment,white,very-often,"ChatGPT, Perplexity","Brainstorming/Ideation, Research/Information gathering, Other",,2025-12-19T19:32:20.322Z
672f0e017c32cf8dfb315424,cm5xw1zAdd6wrr6cC4G9,5,1,1,6,5,5,6,6,6,6,3,4,1,5,6,6,6,6,2,7,7,7,5,6,6,5,1,37,male,master,native,full-time,40,14,12.5,Managing Director,Consulting,white,sometimes,Co-pilot,"Writing assistance, Research/Information gathering, Summarization, Brainstorming/Ideation",,2025-12-21T05:11:34.511Z
67311201ae5343816a576b29,gdkgODJLmj4QxbEnvOtd,5,7,2,6,1,5,6,5,6,4,4,5,5,5,,,,,,,,,,,,5,1,30,female,bachelor,very-fluent,full-time,32,0,0,nurse,Healthcare,black,often,"chatgpt, dola, gemini, meta ai","Writing assistance, Research/Information gathering, Brainstorming/Ideation, Translation",,2025-12-22T03:04:53.652Z
6736247083a7524dfeccab93,WLlko6L4dGSSZWXkTa6i,5,1,1,2,1,7,7,7,4,6,4,1,3,6,,,,,,,,,,,,5,5,58,male,high-school,native,full-time,42,9,9,Regional Sales Director,Wholesale Retail,white,often,ChatGPT,"Research/Information gathering, Coding assistance, Writing assistance","You learn from your peers how to conduct an effective meeting both good and bad, you use best practice to gain the most out of the  meeting.  interesting study, good luck with your results.",2025-12-22T10:43:32.471Z
67367a40e4abdcfbbaa00bcc,nxB9IA0BLN9a2YLeg1yd,4,1,1,4,5,7,7,7,7,5,6,6,3,7,,,,,,,,,,,,5,1,38,male,bachelor,native,part-time,30,1.5,1.5,IT Administrator,Technology/Education,hispanic,often,Gemini & ChatGPT,"Brainstorming/Ideation, Summarization",Who puts an attention check as the very LAST question of a survey? Sheesh.,2025-12-21T21:44:03.444Z
673b7de4a2e905d7e456db70,IrcBPDcFQFtgaRyUScIN,4,1,2,7,1,7,7,7,7,5,2,6,5,6,,,,,,,,,,,,5,1,26,female,high-school,native,full-time,30,8,8,Administrator and Healthcare Assistant ,Healthcare,white,sometimes,Chat GPT,"Research/Information gathering, Brainstorming/Ideation, Summarization",,2025-12-22T12:27:31.964Z
673df43bab9b5d6c0cba0f9a,u0NZfHqBMquNQeHr7gu0,2,1,1,4,2,5,5,5,4,2,2,2,4,1,5,5,5,5,5,4,4,1,1,1,1,3,1,37,male,associate,native,full-time,40,10.5,5,Deputy Manager,social care,white,sometimes,"chat gpt, canva ai",Writing assistance,,2025-12-22T10:09:40.562Z
6740b01583cadef1afebeb9d,oiyVQ948mhc54wPpf2wk,7,7,4,6,3,2,1,4,2,5,2,2,6,6,7,6,2,2,6,6,2,2,6,5,6,4,1,37,male,master,native,full-time,40,4,7,Senior Data Scientist,IT,black,often,ChatGPT,"Brainstorming/Ideation, Writing assistance",No,2025-12-19T19:24:58.874Z
67425ff05a1e573622ade37a,vXQ6iOT222wn9W3MFXL4,6,3,3,6,3,5,6,6,6,6,4,2,4,6,7,7,7,4,7,7,7,7,6,6,6,5,1,51,female,bachelor,native,full-time,38,4,1,Project Manager,Technology,other,very-often,Microsoft Copilot,"Writing assistance, Research/Information gathering, Summarization",,2025-12-22T10:12:13.913Z
67448035804444614abdcc6c,E591FDQpnxHgmEduYvqr,5,2,6,6,2,6,6,6,5,5,3,6,5,4,5,6,5,5,6,7,7,7,6,7,6,5,1,30,male,bachelor,native,full-time,35,3,1,social care,healthcare,prefer-not-to-answer,often,chatgpt,"Research/Information gathering, Brainstorming/Ideation, Writing assistance, Summarization",,2025-12-22T02:47:05.752Z
67449b2d46dfbc02a0f083b3,rAeKeVJ9EMYtEn8Kv78F,4,1,3,3,1,7,6,7,7,6,2,3,3,7,2,2,5,4,2,3,3,5,4,2,2,5,1,47,male,bachelor,native,full-time,43,29,2,IT director ,Technology,white,rarely,I have to use copilot for work but I'm not happy with it. I have used Claude for coding and technical work,Coding assistance,"I took a lot from this, thank you.",2025-12-19T20:35:43.002Z
